,type,lon,lat,geometry
23485,food,30.2869045,59.9629413,POINT (30.2869045 59.9629413)
23486,atm,30.3621715,59.9569392,POINT (30.3621715 59.9569392)
23487,food,30.3359486,59.9468134,POINT (30.3359486 59.9468134)
23488,food,30.1100891,59.8367667,POINT (30.1100891 59.8367667)
23489,food,20.4988917,54.7188031,POINT (20.4988917 54.7188031)
23490,food,30.3238253,60.0139151,POINT (30.3238253 60.0139151)
23491,food,30.2691433,59.9674258,POINT (30.2691433 59.9674258)
23492,food,20.4782992,54.9611896,POINT (20.4782992 54.9611896)
23493,school,20.5423104,54.6964398,POINT (20.5423104 54.6964398)
23494,food,33.111176,68.96078,POINT (33.111176 68.96078)
23495,food,33.0870035,68.9782484,POINT (33.0870035 68.9782484)
23496,food,40.512804,64.576272,POINT (40.512804 64.576272)
23497,food,30.445084,60.0512629,POINT (30.445084 60.0512629)
23498,food,30.3604021,59.9339458,POINT (30.3604021 59.9339458)
23499,food,31.2820895,58.4845153,POINT (31.2820895 58.4845153)
23500,food,30.3613404,59.9254725,POINT (30.3613404 59.9254725)
23501,food,30.3365746,59.9458992,POINT (30.3365746 59.9458992)
23502,food,39.8482628,59.2060149,POINT (39.8482628 59.2060149)
23503,food,30.1442263,59.7924692,POINT (30.1442263 59.7924692)
23504,MFC,30.0718686,59.5256589,POINT (30.0718686 59.5256589)
23505,food,19.9111681,54.6516411,POINT (19.9111681 54.6516411)
23506,food,19.9113639,54.6517086,POINT (19.9113639 54.6517086)
23507,atm,19.9055703,54.6523867,POINT (19.9055703 54.6523867)
23508,food,34.3568847,61.7821351,POINT (34.3568847 61.7821351)
23509,food,34.370286,61.7925406,POINT (34.370286 61.7925406)
23510,food,30.3663414,59.9327537,POINT (30.3663414 59.9327537)
23511,atm,34.4381588,61.7601194,POINT (34.4381588 61.7601194)
23512,food,34.369368,61.7844727,POINT (34.369368 61.7844727)
23513,food,30.3623714,59.9494924,POINT (30.3623714 59.9494924)
23514,food,30.3240858,59.8792347,POINT (30.3240858 59.8792347)
23515,food,30.324027,59.879233,POINT (30.324027 59.879233)
23516,food,30.3239682,59.8792313,POINT (30.3239682 59.8792313)
23517,food,30.3241056,59.8790614,POINT (30.3241056 59.8790614)
23518,food,30.3240467,59.8790597,POINT (30.3240467 59.8790597)
23519,food,30.3238027,59.8791397,POINT (30.3238027 59.8791397)
23520,food,30.323572,59.879133,POINT (30.323572 59.879133)
23521,food,30.3234904,59.8790872,POINT (30.3234904 59.8790872)
23522,food,30.3234806,59.8791739,POINT (30.3234806 59.8791739)
23523,food,30.32368,59.8792013,POINT (30.32368 59.8792013)
23524,food,30.3236775,59.879223,POINT (30.3236775 59.879223)
23525,food,30.3236948,59.8790714,POINT (30.3236948 59.8790714)
23526,food,30.3233891,59.8792147,POINT (30.3233891 59.8792147)
23527,food,30.3237549,59.8790514,POINT (30.3237549 59.8790514)
23528,food,30.3236972,59.8790497,POINT (30.3236972 59.8790497)
23529,food,30.3235819,59.8790464,POINT (30.3235819 59.8790464)
23530,food,30.3235242,59.8790447,POINT (30.3235242 59.8790447)
23531,food,30.323399,59.8791281,POINT (30.323399 59.8791281)
23532,food,30.3234089,59.8790414,POINT (30.3234089 59.8790414)
23533,food,30.3232849,59.8791139,POINT (30.3232849 59.8791139)
23534,food,30.3236443,59.8793844,POINT (30.3236443 59.8793844)
23535,food,29.9359967,60.1485187,POINT (29.9359967 60.1485187)
23536,food,30.3551591,59.9314051,POINT (30.3551591 59.9314051)
23537,atm,34.3491599,61.7864205,POINT (34.3491599 61.7864205)
23538,food,30.3735589,59.9284124,POINT (30.3735589 59.9284124)
23539,hospital,30.3160492,59.9323434,POINT (30.3160492 59.9323434)
23540,food,30.2935097,59.9673809,POINT (30.2935097 59.9673809)
23541,food,30.4548607,59.9004878,POINT (30.4548607 59.9004878)
23542,atm,28.0914467,59.1194505,POINT (28.0914467 59.1194505)
23543,food,30.3547922,59.9366244,POINT (30.3547922 59.9366244)
23544,food,30.3277469,59.9424182,POINT (30.3277469 59.9424182)
23545,food,30.341968,59.93684,POINT (30.341968 59.93684)
23546,food,30.2848443,59.9383037,POINT (30.2848443 59.9383037)
23547,food,30.367679,59.9384653,POINT (30.367679 59.9384653)
23548,food,30.2969692,59.9242288,POINT (30.2969692 59.9242288)
23549,food,30.3150444,59.9778276,POINT (30.3150444 59.9778276)
23550,food,30.4890819,59.9363063,POINT (30.4890819 59.9363063)
23551,food,29.7468877,59.9951732,POINT (29.7468877 59.9951732)
23552,atm,30.4026748,60.0191384,POINT (30.4026748 60.0191384)
23553,food,30.2859805,59.9641483,POINT (30.2859805 59.9641483)
23554,food,30.3024533,59.9562821,POINT (30.3024533 59.9562821)
23555,school,30.3023431,59.9563116,POINT (30.3023431 59.9563116)
23556,food,32.3533132,59.8080898,POINT (32.3533132 59.8080898)
23557,food,30.3789196,60.0476539,POINT (30.3789196 60.0476539)
23558,bank,30.5889236,58.8970957,POINT (30.5889236 58.8970957)
23559,bank,30.5890556,58.8968422,POINT (30.5890556 58.8968422)
23560,office,30.1466271,59.7746363,POINT (30.1466271 59.7746363)
23561,food,30.3055477,59.9288075,POINT (30.3055477 59.9288075)
23562,food,39.8124028,64.5466494,POINT (39.8124028 64.5466494)
23563,food,39.7997645,64.540084,POINT (39.7997645 64.540084)
23564,food,30.2989036,59.9064524,POINT (30.2989036 59.9064524)
23565,bank,29.9191718,59.878735,POINT (29.9191718 59.878735)
23566,bank,29.9191305,59.8787407,POINT (29.9191305 59.8787407)
23567,school,29.9137255,59.880039,POINT (29.9137255 59.880039)
23568,food,30.238515,60.5065304,POINT (30.238515 60.5065304)
23569,atm,30.3415884,59.9143116,POINT (30.3415884 59.9143116)
23570,school,30.2194149,60.0408067,POINT (30.2194149 60.0408067)
23571,food,30.4536208,59.6865148,POINT (30.4536208 59.6865148)
23572,food,30.1327593,59.5540882,POINT (30.1327593 59.5540882)
23573,food,30.6275979,59.7345294,POINT (30.6275979 59.7345294)
23574,food,39.8374382,64.5710711,POINT (39.8374382 64.5710711)
23575,MFC,40.5241456,64.5320602,POINT (40.5241456 64.5320602)
23576,food,30.3188084,59.9307942,POINT (30.3188084 59.9307942)
23577,food,30.3212017,59.9292185,POINT (30.3212017 59.9292185)
23578,atm,30.634696,59.797421,POINT (30.634696 59.797421)
23579,food,30.3449577,59.9281201,POINT (30.3449577 59.9281201)
23580,atm,30.4154684,59.9533222,POINT (30.4154684 59.9533222)
23581,food,30.3457948,59.9279514,POINT (30.3457948 59.9279514)
23582,bank,20.7939008,55.1431746,POINT (20.7939008 55.1431746)
23583,bank,20.443173,54.7235073,POINT (20.443173 54.7235073)
23584,atm,34.314865,61.7653018,POINT (34.314865 61.7653018)
23585,atm,34.3148758,61.7637968,POINT (34.3148758 61.7637968)
23586,atm,34.3146746,61.7629593,POINT (34.3146746 61.7629593)
23587,atm,34.337527,61.8070057,POINT (34.337527 61.8070057)
23588,atm,34.3484167,61.8022858,POINT (34.3484167 61.8022858)
23589,atm,34.3847795,61.7643615,POINT (34.3847795 61.7643615)
23590,food,30.3431277,60.0350411,POINT (30.3431277 60.0350411)
23591,food,33.2923933,58.3826521,POINT (33.2923933 58.3826521)
23592,food,30.3281488,59.9224204,POINT (30.3281488 59.9224204)
23593,food,30.3526891,59.919247,POINT (30.3526891 59.919247)
23594,food,30.3541826,59.9212395,POINT (30.3541826 59.9212395)
23595,office,30.446238,59.8418567,POINT (30.446238 59.8418567)
23596,food,30.4772161,59.9380866,POINT (30.4772161 59.9380866)
23597,food,30.4772772,59.9384267,POINT (30.4772772 59.9384267)
23598,food,21.0141413,54.446071,POINT (21.0141413 54.446071)
23599,food,30.0794439,59.7255639,POINT (30.0794439 59.7255639)
23600,kgarden,30.3457145,59.9424624,POINT (30.3457145 59.9424624)
23601,food,30.4293874,59.7204723,POINT (30.4293874 59.7204723)
23602,food,30.251004,60.0084998,POINT (30.251004 60.0084998)
23603,food,30.2511617,60.0084771,POINT (30.2511617 60.0084771)
23604,food,30.3320072,60.0504623,POINT (30.3320072 60.0504623)
23605,atm,30.1471688,59.7955367,POINT (30.1471688 59.7955367)
23606,atm,30.1472184,59.7955641,POINT (30.1472184 59.7955641)
23607,atm,30.1472416,59.7955907,POINT (30.1472416 59.7955907)
23608,atm,30.1472736,59.7956246,POINT (30.1472736 59.7956246)
23609,food,30.0912172,59.7403502,POINT (30.0912172 59.7403502)
23610,office,30.2871124,59.9366737,POINT (30.2871124 59.9366737)
23611,kgarden,30.3343628,59.8606643,POINT (30.3343628 59.8606643)
23612,atm,30.4340172,60.0176141,POINT (30.4340172 60.0176141)
23613,atm,30.4340105,60.0176442,POINT (30.4340105 60.0176442)
23614,atm,30.4341178,60.0168031,POINT (30.4341178 60.0168031)
23615,food,30.3084938,59.9575442,POINT (30.3084938 59.9575442)
23616,food,30.1434516,59.8436415,POINT (30.1434516 59.8436415)
23617,office,30.302643,59.8327338,POINT (30.302643 59.8327338)
23618,atm,30.3451409,59.9202527,POINT (30.3451409 59.9202527)
23619,food,30.3539569,59.9113051,POINT (30.3539569 59.9113051)
23620,office,39.8612385,59.3085515,POINT (39.8612385 59.3085515)
23621,office,39.8610808,59.3085271,POINT (39.8610808 59.3085271)
23622,food,30.3563354,59.9219008,POINT (30.3563354 59.9219008)
23623,kgarden,30.2434549,60.0032823,POINT (30.2434549 60.0032823)
23624,kgarden,30.238835,60.0044357,POINT (30.238835 60.0044357)
23625,food,30.3533642,59.8403173,POINT (30.3533642 59.8403173)
23626,food,20.4579265,54.7128663,POINT (20.4579265 54.7128663)
23627,gov_building,40.5236534,64.5321677,POINT (40.5236534 64.5321677)
23628,atm,30.3458683,59.9283046,POINT (30.3458683 59.9283046)
23629,atm,30.345913,59.9283306,POINT (30.345913 59.9283306)
23630,kgarden,30.4143266,59.7165313,POINT (30.4143266 59.7165313)
23631,food,30.0853441,59.7331575,POINT (30.0853441 59.7331575)
23632,food,30.0859787,59.7331008,POINT (30.0859787 59.7331008)
23633,food,30.3561976,59.9219199,POINT (30.3561976 59.9219199)
23634,food,30.4115651,60.0101072,POINT (30.4115651 60.0101072)
23635,bank,30.377763,59.830024,POINT (30.377763 59.830024)
23636,bank,30.4702324,59.918855,POINT (30.4702324 59.918855)
23637,bank,30.2695361,59.8501232,POINT (30.2695361 59.8501232)
23638,bank,30.334582,60.043056,POINT (30.334582 60.043056)
23639,bank,20.4793766,54.7206484,POINT (20.4793766 54.7206484)
23640,bank,39.893472,59.207913,POINT (39.893472 59.207913)
23641,bank,34.2969765,63.7442777,POINT (34.2969765 63.7442777)
23642,bank,50.8183202,61.6640445,POINT (50.8183202 61.6640445)
23643,bank,50.821394,61.6746564,POINT (50.821394 61.6746564)
23644,bank,53.673642,63.56429,POINT (53.673642 63.56429)
23645,food,38.0011,59.1198,POINT (38.0011 59.1198)
23646,food,30.1478389,59.5820751,POINT (30.1478389 59.5820751)
23647,food,30.2181637,59.9860067,POINT (30.2181637 59.9860067)
23648,food,28.2914016,57.8212379,POINT (28.2914016 57.8212379)
23649,office,30.3828004,59.9242913,POINT (30.3828004 59.9242913)
23650,food,30.355704,59.9219993,POINT (30.355704 59.9219993)
23651,food,30.3540283,59.8359661,POINT (30.3540283 59.8359661)
23652,food,46.6241178,61.253957,POINT (46.6241178 61.253957)
23653,food,30.2915878,59.9530049,POINT (30.2915878 59.9530049)
23654,food,30.2929718,59.9538523,POINT (30.2929718 59.9538523)
23655,food,30.3514176,59.9627024,POINT (30.3514176 59.9627024)
23656,food,30.3510448,59.9626695,POINT (30.3510448 59.9626695)
23657,office,30.3186466,59.8800873,POINT (30.3186466 59.8800873)
23658,food,30.4652193,59.9196146,POINT (30.4652193 59.9196146)
23659,food,30.2098247,59.9817224,POINT (30.2098247 59.9817224)
23660,food,30.3090101,59.9162038,POINT (30.3090101 59.9162038)
23661,food,30.4004896,60.0110448,POINT (30.4004896 60.0110448)
23662,food,30.3137275,59.981856,POINT (30.3137275 59.981856)
23663,food,34.3652111,61.790442,POINT (34.3652111 61.790442)
23664,atm,34.3548777,61.7946835,POINT (34.3548777 61.7946835)
23665,atm,34.354985,61.7947012,POINT (34.354985 61.7947012)
23666,atm,34.3550762,61.7946733,POINT (34.3550762 61.7946733)
23667,atm,34.3837807,61.7815078,POINT (34.3837807 61.7815078)
23668,food,30.2856198,59.9393412,POINT (30.2856198 59.9393412)
23669,food,30.2860444,59.939188,POINT (30.2860444 59.939188)
23670,food,30.2851415,59.9392803,POINT (30.2851415 59.9392803)
23671,food,30.2852879,59.9392577,POINT (30.2852879 59.9392577)
23672,food,30.2854316,59.9392878,POINT (30.2854316 59.9392878)
23673,food,30.285641,59.9394332,POINT (30.285641 59.9394332)
23674,food,30.285534,59.9393984,POINT (30.285534 59.9393984)
23675,food,30.2855257,59.9393145,POINT (30.2855257 59.9393145)
23676,food,30.2854915,59.9394546,POINT (30.2854915 59.9394546)
23677,food,30.2850774,59.939337,POINT (30.2850774 59.939337)
23678,food,30.2851311,59.9393523,POINT (30.2851311 59.9393523)
23679,food,30.2854444,59.9394413,POINT (30.2854444 59.9394413)
23680,food,30.2853974,59.9394279,POINT (30.2853974 59.9394279)
23681,food,30.2853503,59.9394145,POINT (30.2853503 59.9394145)
23682,food,30.2852562,59.9393878,POINT (30.2852562 59.9393878)
23683,food,30.2981285,59.9552107,POINT (30.2981285 59.9552107)
23684,food,30.3046845,59.9575138,POINT (30.3046845 59.9575138)
23685,food,34.3146583,61.7618122,POINT (34.3146583 61.7618122)
23686,railway,56.0460837,62.7490905,POINT (56.0460837 62.7490905)
